make_model,body_type,price,vat,km,previous_owners,next_inspection,inspection_new,body_color,paint_type,nr_of_doors,nr_of_seats,gearing_type,cylinders,drive_chain,fuel,emission_class,comfort_convenience,entertainment_media,extras,safety_security,gears,displacement_cc,age_years,first_registered_month,hp_kw,condition,warranty_months,upholstery_type,upholstery_color,weight_kg,combined_l_per_100km,city_l_per_100km,country_l_per_100km,emissions_g_co2/km
Audi A1,Sedans,11490,VAT deductible,44120.0,1,2021-02,,Black,,2,,Manual,3,front,Diesel,Euro 6,"Air conditioning,Cruise control,Electrical side mirrors,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Start-stop system","Bluetooth,Hands-free equipment,MP3,On-board computer,Radio",,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1422.0,3,1.0,66.0,Used,,Cloth,Black,,3.6,4.1,3.3,94.0
Audi A1,Sedans,11490,VAT deductible,97976.0,1,2019-06,,Black,metallic,3,4,Manual,3,front,Benzine,Euro 6,"Air conditioning,Automatic climate control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Power windows,Rain sensor,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio","Alloy wheels,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,999.0,3,6.0,70.0,Used,,Cloth,Black,1110.0,4.2,5.0,3.7,99.0
Audi A1,Sedans,11500,,106000.0,1,,,Grey,metallic,5,4,Manual,3,,Diesel,Euro 6,"Air conditioning,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Split rear seats,Start-stop system","CD player,MP3,On-board computer,Radio",Alloy wheels,"ABS,Alarm system,Central door lock with remote control,Driver-side airbag,Electronic stability control,Head airbag,Isofix,Passenger-side airbag,Power steering,Side airbag",5,1422.0,3,6.0,66.0,Used,,,,1195.0,3.7,4.2,3.4,97.0
Audi A1,Sedans,11790,,60000.0,0,,,Black,,5,5,Manual,4,,Diesel,Euro 6,"Air conditioning,Electrical side mirrors,Leather steering wheel,Power windows,Start-stop system",Radio,Alloy wheels,"ABS,Central door lock,Central door lock with remote control,Daytime running lights,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,1598.0,3,6.0,85.0,Used,12,,,1250.0,3.7,4.3,3.1,97.0
Audi A1,Compact,11490,,58000.0,2,,Yes,Black,metallic,2,4,Manual,,,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Start-stop system","Bluetooth,CD player","Alloy wheels,Sport seats,Sport suspension","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag",,999.0,3,4.0,60.0,Used,,Part leather,Black,,4.4,5.2,3.9,102.0
Audi A1,Compact,11470,VAT deductible,57454.0,1,,Yes,Black,,3,4,Manual,,front,Benzine,,"Armrest,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Catalytic Converter,Sport suspension,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,LED Daytime Running Lights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,999.0,3,10.0,60.0,Used,12,Cloth,Black,1675.0,4.4,5.2,3.9,104.0
Audi A1,Compact,11480,VAT deductible,94055.0,1,,,White,,4,4,Manual,,,Diesel,Euro 6,"Air conditioning,Automatic climate control,Electrical side mirrors,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,On-board computer,Radio","Alloy wheels,Sport seats","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering",,1422.0,3,10.0,66.0,Used,,Cloth,Grey,,,,,
Audi A1,Sedans,11180,,56000.0,1,2019-06,,Black,,5,4,Manual,,front,Benzine,Euro 6,"Light sensor,Power windows,Rain sensor,Start-stop system",,,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,999.0,3,6.0,70.0,Used,,Cloth,Black,1135.0,4.2,5.0,3.7,97.0
Audi A1,Sedans,11450,,27600.0,,,,White,metallic,5,4,Manual,3,,Benzine,Euro 6,"Air conditioning,Leather steering wheel,Lumbar support,Power windows,Start-stop system","On-board computer,Radio","Alloy wheels,Sport seats,Sport suspension","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,999.0,3,3.0,70.0,Used,,,,1135.0,4.2,5.0,3.7,97.0
Audi A1,Compact,11100,,111670.0,,,,Black,,5,5,Manual,4,front,Diesel,,,,,,5,1598.0,3,6.0,85.0,Used,12,,,1250.0,3.0,4.0,3.0,
Audi A1,Compact,10900,VAT deductible,30500.0,1,,,Black,,3,4,Manual,3,front,Diesel,Euro 6,"Air conditioning,Armrest,Electrical side mirrors,Light sensor,Power windows,Rain sensor,Start-stop system","CD player,MP3,Radio",Catalytic Converter,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,1422.0,3,3.0,66.0,Used,,Cloth,Black,,3.8,4.2,3.5,99.0
Audi A1,Compact,10999,VAT deductible,69500.0,1,2020-05,,Black,metallic,2,4,Manual,,,Benzine,Euro 5,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Power windows,Rain sensor,Start-stop system",CD player,Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag",,999.0,2,2.0,70.0,Used,,,Black,,4.4,5.2,3.9,102.0
Audi A1,Compact,10900,VAT deductible,43500.0,1,2019-11,,White,,2,4,Manual,,,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Power windows,Start-stop system","CD player,On-board computer,Radio",,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,999.0,3,11.0,60.0,Used,,Cloth,Black,,4.2,5.0,3.7,97.0
Audi A1,Sedans,10950,VAT deductible,45696.0,1,2021-06,,Black,metallic,3,5,Manual,,front,Benzine,Euro 6,"Air conditioning,Armrest,Electrical side mirrors,Light sensor,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","CD player,MP3,Radio",Alloy wheels,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,999.0,3,4.0,70.0,Used,,Cloth,Black,,4.4,5.2,3.9,102.0
Audi A1,Sedans,10800,Price negotiable,34000.0,2,2019-12,,Blue,metallic,3,4,Manual,3,front,Diesel,Euro 6,"Air conditioning,Leather seats,Leather steering wheel,Lumbar support,Power windows,Start-stop system","On-board computer,Radio","Alloy wheels,Sport seats,Sport suspension","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,1422.0,3,12.0,66.0,Used,,Part leather,,1165.0,3.8,4.4,3.5,99.0
Audi A1,Sedans,10600,,55000.0,,,,Red,,3,4,Manual,3,,Benzine,Euro 6,"Air conditioning,Electrical side mirrors,Leather steering wheel,Power windows,Start-stop system,Tinted windows",Radio,Alloy wheels,"ABS,Central door lock,Central door lock with remote control,Daytime running lights,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,999.0,3,6.0,70.0,Used,,,,1110.0,4.2,5.0,3.7,97.0
Audi A1,Sedans,10800,VAT deductible,99000.0,1,,,Black,metallic,5,4,Manual,3,front,Diesel,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Keyless central door lock,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Split rear seats,Start-stop system","Bluetooth,CD player,Digital radio,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Touch screen,Voice Control","ABS,Alarm system,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Rear airbag,Side airbag,Tire pressure monitoring system,Traction control",5,1422.0,3,1.0,66.0,Used,12,Cloth,Black,1205.0,3.7,4.2,3.4,97.0
Audi A1,Compact,9950,VAT deductible,118500.0,1,,Yes,Black,metallic,3,4,Manual,3,front,Benzine,,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Navigation system,Power windows,Rain sensor,Split rear seats,Start-stop system,Tinted windows","Bluetooth,CD player,Hands-free equipment,MP3,On-board computer,Radio,USB","Alloy wheels,Catalytic Converter,Voice Control","ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,999.0,3,5.0,70.0,Used,12,Cloth,Black,1110.0,4.4,5.2,3.9,102.0
Audi A1,Sedans,10300,,85000.0,1,,,Red,metallic,5,5,Manual,3,,Benzine,Euro 6,"Air conditioning,Leather steering wheel,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Split rear seats,Start-stop system","Bluetooth,CD player,On-board computer,Radio","Catalytic Converter,Voice Control,Winter tyres","ABS,Central door lock with remote control,Daytime running lights,Driver-side airbag,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",5,999.0,3,7.0,70.0,Used,,,,1135.0,4.2,5.0,3.7,97.0
Audi A1,Sedans,10000,VAT deductible,192000.0,1,2021-06,Yes,Black,,5,4,Manual,4,front,Diesel,Euro 6,"Air conditioning,Armrest,Electrical side mirrors,Leather steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Seat heating,Split rear seats,Start-stop system,Tinted windows","MP3,Radio",Alloy wheels,"ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system",5,1598.0,3,5.0,85.0,Used,,Cloth,Black,1250.0,3.9,4.7,3.4,102.0
Audi A1,Compact,10490,VAT deductible,130000.0,1,,Yes,White,,4,4,Manual,,,Diesel,Euro 6,"Air conditioning,Electrical side mirrors,Hill Holder,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Start-stop system",CD player,,"ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,1422.0,3,2.0,66.0,Used,,,,,3.9,4.3,3.6,102.0
Audi A1,Compact,18900,,41294.0,,2020-11,,Grey,metallic,5,4,Automatic,3,front,Benzine,Euro 6,"Air conditioning,Armrest,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Multi-function steering wheel,Navigation system,Power windows,Start-stop system","On-board computer,Radio",Alloy wheels,"ABS,Alarm system,Central door lock,Driver-side airbag,Electronic stability control,Immobilizer,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",7,999.0,3,11.0,71.0,Used,6,Cloth,Grey,1065.0,4.4,5.4,3.8,103.0
Audi A1,Sedans,18900,,64000.0,,,,White,,5,4,Automatic,4,,Diesel,,"Air conditioning,Automatic climate control,Cruise control,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system,Sunroof","Bluetooth,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport seats","ABS,Adaptive headlights,Alarm system,Driver-side airbag,Electronic stability control,Fog lights,Passenger-side airbag,Power steering,Xenon headlights",7,1598.0,2,6.0,85.0,Used,12,Full leather,,1720.0,,,,
Audi A1,Sedans,18900,VAT deductible,13135.0,,,,Grey,,5,5,Automatic,3,,Benzine,,"Air conditioning,Automatic climate control,Multi-function steering wheel,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Start-stop system","Bluetooth,On-board computer,Radio",Alloy wheels,"ABS,Alarm system,Driver-side airbag,Electronic stability control,Fog lights,Passenger-side airbag",7,999.0,1,1.0,70.0,Used,24,,,1625.0,,,,
Audi A1,Sedans,18900,,4250.0,1,,,Silver,metallic,5,4,Automatic,3,front,Benzine,Euro 6,"Armrest,Cruise control,Electrical side mirrors,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Power windows,Split rear seats,Start-stop system","Bluetooth,CD player,MP3,On-board computer,Radio,USB","Alloy wheels,Shift paddles,Sport package,Sport seats,Sport suspension,Voice Control","ABS,Alarm system,Central door lock with remote control,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Isofix,LED Daytime Running Lights,LED Headlights,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Xenon headlights",7,999.0,2,7.0,70.0,Used,,Part leather,Black,1135.0,4.4,5.4,3.8,102.0
Audi A1,Sedans,18890,,2949.0,1,2021-09,,Silver,metallic,5,4,Automatic,3,front,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Cruise control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Park Distance Control,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating","Bluetooth,Hands-free equipment,On-board computer","Alloy wheels,Sport seats,Voice Control","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Immobilizer,Power steering,Tire pressure monitoring system,Xenon headlights",7,999.0,1,9.0,70.0,Used,12,Cloth,Black,1135.0,4.4,5.2,3.9,104.0
Audi A1,Sedans,18890,,17861.0,,,,,,5,4,Automatic,,,Benzine,,"Air conditioning,Automatic climate control,Cruise control,Electrical side mirrors,Light sensor,Multi-function steering wheel,Power windows,Rain sensor,Split rear seats","Bluetooth,On-board computer,Radio","Alloy wheels,Sport seats,Sport suspension","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Side airbag,Traction control",,999.0,2,5.0,71.0,Used,24,,,,,,,
Audi A1,Compact,18890,,22800.0,1,2020-03,,Black,metallic,4,4,Automatic,,,Benzine,Euro 6,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Leather steering wheel,Light sensor,Multi-function steering wheel,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","Bluetooth,CD player,Hands-free equipment,On-board computer,Radio,USB","Alloy wheels,Sport seats,Sport suspension","ABS,Central door lock,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Traction control,Xenon headlights",,1395.0,2,3.0,92.0,Used,,Part leather,Black,,5.1,6.3,4.4,117.0
Audi A1,Sedans,18880,VAT deductible,5108.0,1,,Yes,Black,,5,5,Automatic,,front,Benzine,,"Air conditioning,Armrest,Automatic climate control,Electrical side mirrors,Hill Holder,Leather steering wheel,Light sensor,Lumbar support,Multi-function steering wheel,Navigation system,Panorama roof,Park Distance Control,Parking assist system sensors front,Parking assist system sensors rear,Power windows,Rain sensor,Seat heating,Start-stop system","CD player,Hands-free equipment,On-board computer,Radio","Alloy wheels,Sport seats,Sport suspension,Voice Control","ABS,Central door lock,Central door lock with remote control,Daytime running lights,Driver-side airbag,Electronic stability control,Fog lights,Head airbag,Immobilizer,Isofix,Passenger-side airbag,Power steering,Side airbag,Tire pressure monitoring system,Traction control",,999.0,2,5.0,70.0,Used,12,Cloth,Black,1165.0,4.4,5.4,3.8,102.0
